Complex Group,Product Name,Merchant Id,MRP,Price,Brand,Vertical Id,Validate,Status,Fulfillment Service,Managed By Paytm,Salesforce Case Id,Merchant SKU,Return Policy Id,Category Id 1,Image Folder,Prefetch Title,videos,video_thumbnail,Online,Paytm SKU,ProductId,,,
1678091392735A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9575,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667174C120FE,343984320,,,
1678091392720A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9560,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711DB0E530,343984322,,,
1678091392753A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9593,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671321A845,343984316,,,
1678091392756A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9596,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671734B5CCA,343984318,,,
1678091392725A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9565,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716DDA11BF,343984321,,,
1678091392741A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9581,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F434F828,343984325,,,
1678091392776A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9616,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B9D4689B,343984314,,,
1678091392755A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9595,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EA420D70,343984319,,,
1678091392780A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9620,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717B9A9E6D,343984331,,,
1678091392719A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9559,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714F410E57,343984323,,,
1678091392742A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9582,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716D3DA992,343984328,,,
1678091392724A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9564,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711ADD2129,343984324,,,
1678091392779A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9619,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671296B750A,343984332,,,
1678091392769A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9609,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713070444B,343984336,,,
1678091392749A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9589,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FAEF701A,343984326,,,
1678091392736A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9576,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EDC87144,343984327,,,
1678091392759A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9599,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E3F4415B,343984330,,,
1678091392760A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9600,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667149ACFCEF,343984329,,,
1678091392743A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9583,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711A3A9904,343984333,,,
1678091392734A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9574,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713C61068,343984334,,,
1678091392792A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9632,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718C8FCE00,343984337,,,
1678091392764A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9604,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714EC138F6,343984335,,,
1678091392789A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9629,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667124626C9,343984338,,,
1678091392783A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9623,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E293CFD7,343984339,,,
1678091392781A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9621,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C9DAEFB,343984347,,,
1678091392782A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9622,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719594FF41,343984351,,,
1678091392794A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9634,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667165EC6B35,343984341,,,
1678091392791A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9631,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667115869FBA,343984340,,,
1678091392770A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9610,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667150B7CDAE,343984343,,,
1678091392768A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9608,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671477774DD,343984342,,,
1678091392777A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9617,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CED3580D,343984344,,,
1678091392771A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9611,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667127B0FD38,343984345,,,
1678091392786A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9626,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667192F93B58,343984348,,,
1678091392813A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9653,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671ADD25910,343984350,,,
1678091392778A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9618,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715E6C459C,343984346,,,
1678091392800A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9640,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712DC039EB,343984349,,,
1678091392767A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9607,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D7C8694C,343984355,,,
1678091392822A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9662,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F1F83A45,343984356,,,
1678091392834A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9674,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671180AE31,343984357,,,
1678091392816A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9656,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DDB8AD9F,343984352,,,
1678091392787A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9627,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E5FE0BCE,343984353,,,
1678091392790A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9630,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716281AF2C,343984354,,,
1678091392846A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9686,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716816D3D2,343984359,,,
1678091392845A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9685,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F11F8268,343984358,,,
1678091392788A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9628,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717541165F,343984361,,,
1678091392801A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9641,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715AC7097D,343984362,,,
1678091392796A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9636,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718BE20A19,343984363,,,
1678091392784A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9624,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717CF75A74,343984365,,,
1678091392785A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9625,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BF06AE2,343984364,,,
1678091392797A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9637,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FCE53A8F,343984368,,,
1678091392825A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9665,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716F9CAFE6,343984372,,,
1678091392830A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9670,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716ED6A28,343984366,,,
1678091392812A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9652,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DAD56986,343984360,,,
1678091392808A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9648,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671231BB1D9,343984373,,,
1678091392804A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9644,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712AADFDF2,343984375,,,
1678091392811A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9651,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667143DC383C,343984392,,,
1678091392803A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9643,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B4C96851,343984374,,,
1678091392809A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9649,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671541C814F,343984378,,,
1678091392827A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9667,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718192CECA,343984371,,,
1678091392849A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9689,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F8A9CE43,343984370,,,
1678091392824A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9664,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671189B9F70,343984382,,,
1678091392793A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9633,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FB88FE96,343984367,,,
1678091392859A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9699,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E1B2FF02,343984396,,,
1678091392836A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9676,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EF8ECF1D,343984397,,,
1678091392798A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9638,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716C5A271E,343984376,,,
1678091392819A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9659,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714D07B00E,343984381,,,
1678091392817A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9657,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AABF9D09,343984377,,,
1678091392818A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9658,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713A008098,343984388,,,
1678091392815A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9655,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667144B1FC25,343984385,,,
1678091392841A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9681,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F6724671,343984383,,,
1678091392850A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9690,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671986E47A6,343984399,,,
1678091392835A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9675,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667176879EA7,343984398,,,
1678091392823A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9663,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667186FF0AD3,343984400,,,
1678091392868A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9708,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667146B51EEA,343984403,,,
1678091392865A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9705,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667138046257,343984402,,,
1678091392842A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9682,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716F7B17CB,343984384,,,
1678091392826A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9666,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F695FE5C,343984401,,,
1678091392802A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9642,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C3CE58C7,343984369,,,
1678091392795A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9635,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667112EB5BA3,343984393,,,
1678091392773A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9613,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C9BE9C14,343984394,,,
1678091392799A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9639,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711B5D1788,343984379,,,
1678091392848A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9688,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718FAEFED5,343984380,,,
1678091392807A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9647,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B3A4AC48,343984391,,,
1678091392889A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9729,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713844CFE,343984406,,,
1678091392869A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9709,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667131B22E7C,343984404,,,
1678091392829A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9669,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671662AE3CD,343984386,,,
1678091392814A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9654,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667133B6CCB3,343984387,,,
1678091392772A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9612,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BEB9AC82,343984395,,,
1678091392890A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9730,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716343C51B,343984405,,,
1678091392880A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9720,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717A58F45A,343984410,,,
1678091392847A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9687,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711F11E344,343984389,,,
1678091392828A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9668,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671112DD35B,343984390,,,
1678091392879A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9719,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667128A91F3D,343984411,,,
1678091392806A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9646,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C4A39CDE,343984414,,,
1678091392897A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9737,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FD2750B8,343984418,,,
1678091392900A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9740,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712C0253DC,343984419,,,
1678091392805A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9645,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715DAACD64,343984415,,,
1678091392833A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9673,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719FE43B92,343984416,,,
1678091392860A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9700,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671486E96D8,343984413,,,
1678091392855A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9695,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E804B329,343984408,,,
1678091392831A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9671,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667171EA5ABE,343984407,,,
1678091392899A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9739,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711A9F7DBF,343984433,,,
1678091392898A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9738,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716D984D29,343984420,,,
1678091392874A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9714,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667156186380,343984439,,,
1678091392870A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9710,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715175A799,343984438,,,
1678091392810A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9650,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667134DB08AA,343984417,,,
1678091392840A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9680,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671817576E7,343984422,,,
1678091392839A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9679,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717F31D28C,343984421,,,
1678091392857A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9697,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667160AD205,343984427,,,
1678091392861A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9701,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713F69A64E,343984428,,,
1678091392844A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9684,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718618B2FE,343984409,,,
1678091392873A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9713,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C87CF623,343984440,,,
1678091392838A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9678,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671836E21A,343984425,,,
1678091392837A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9677,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719889FF8B,343984423,,,
1678091392853A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9693,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671167161C,343984430,,,
1678091392923A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9763,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671873D60E4,343984444,,,
1678091392922A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9762,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F03A5072,343984446,,,
1678091392862A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9702,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A660F7F4,343984431,,,
1678091392843A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9683,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671187C275D,343984412,,,
1678091392918A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9758,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713BC2EAAF,343984445,,,
1678091392931A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9771,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667170283089,343984448,,,
1678091392908A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9748,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667122D9DBEE,343984449,,,
1678091392932A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9772,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E9216133,343984447,,,
1678091392906A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9746,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C561F6E9,343984442,,,
1678091392896A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9736,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718A20602E,343984441,,,
1678091392852A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9692,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717660268A,343984435,,,
1678091392832A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9672,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E8E30B04,343984424,,,
1678091392919A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9759,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714CC5DA39,343984451,,,
1678091392820A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9660,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711FF65B69,343984426,,,
1678091392907A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9747,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B266C67F,343984452,,,
1678091392909A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9749,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667155DEEB78,343984450,,,
1678091392921A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9761,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671693301C8,343984443,,,
1678091392856A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9696,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671710DE293,343984429,,,
1678091392927A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9767,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718050A4FD,343984453,,,
1678091392930A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9770,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667172F001F,343984475,,,
1678091392939A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9779,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717EF3B8BB,343984477,,,
1678091392883A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9723,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E351A5E0,343984456,,,
1678091392893A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9733,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FA4A94A1,343984457,,,
1678091392935A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9775,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717745F490,343984476,,,
1678091392854A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9694,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719F0383BF,343984432,,,
1678091392885A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9725,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A3200D5,343984458,,,
1678091392875A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9715,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671211F5316,343984460,,,
1678091392821A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9661,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667168F16BFF,343984434,,,
1678091392882A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9722,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667194569576,343984463,,,
1678091392851A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9691,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EF697730,343984436,,,
1678091392886A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9726,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671933B516F,343984459,,,
1678091392894A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9734,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671642E0102,343984467,,,
1678091392942A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9782,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716EB97DFC,343984455,,,
1678091392928A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9768,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667110EFB96C,343984454,,,
1678091392938A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9778,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719F4882D,343984478,,,
