Complex Group,Product Name,Merchant Id,MRP,Price,Brand,Vertical Id,Validate,Status,Fulfillment Service,Managed By Paytm,Salesforce Case Id,Merchant SKU,Return Policy Id,Category Id 1,Image Folder,Prefetch Title,videos,video_thumbnail,Online,Paytm SKU,ProductId,,,
1678091383282A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_122,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714EA02760,343974633,,,
1678091383283A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_123,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667139A717F6,343974637,,,
1678091383354A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_194,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667144375B9E,343974629,,,
1678091383353A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_193,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DA53CE3D,343974643,,,
1678091383403A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_243,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716DBB0E29,343974654,,,
1678091383383A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_223,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713BE1A9AF,343974631,,,
1678091383307A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_147,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667168907469,343974653,,,
1678091383315A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_155,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719F852404,343974646,,,
1678091383364A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_204,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667197B35E8E,343974642,,,
1678091383393A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_233,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667122FA98EE,343974667,,,
1678091383378A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_218,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671871E23E4,343974644,,,
1678091383284A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_124,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A7C38255,343974635,,,
1678091383290A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_130,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B9B5770D,343974641,,,
1678091383291A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_131,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CEB2479B,343974636,,,
1678091383300A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_140,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F6F4E1CA,343974649,,,
1678091383327A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_167,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715AA616EB,343974659,,,
1678091383316A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_156,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667168C75BE,343974657,,,
1678091383369A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_209,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E9022233,343974645,,,
1678091383394A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_234,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BC9E0D4D,343974670,,,
1678091383408A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_248,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FA69D7A1,343974655,,,
1678091383280A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_120,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A0AE464C,343974638,,,
1678091383289A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_129,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D972FEE8,343974639,,,
1678091383268A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_108,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719C43ACFC,343974651,,,
1678091383402A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_242,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711ABC3EBF,343974656,,,
1678091383384A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_224,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A5853C0C,343974668,,,
1678091383302A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_142,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667118FA80E6,343974647,,,
1678091383292A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_132,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667157BB1621,343974648,,,
1678091383273A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_113,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671128A4435,343974652,,,
1678091383295A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_135,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C9DF8382,343974674,,,
1678091383338A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_178,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D3023A3B,343974662,,,
1678091383323A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_163,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715DCBD2F2,343974658,,,
1678091383362A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_202,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717ED0FBBB,343974663,,,
1678091383361A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_201,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E7D9AA01,343974664,,,
1678091383301A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_141,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667181F3D15C,343974650,,,
1678091383392A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_232,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667155FDA878,343974669,,,
1678091383311A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_151,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667198E8E01D,343974675,,,
1678091383310A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_150,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EFEFD08B,343974677,,,
1678091383296A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_136,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667150D6D238,343974676,,,
1678091383331A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_171,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AADE829F,343974660,,,
1678091383337A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_177,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667143BD27AA,343974661,,,
1678091383356A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_196,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AA393AB2,343974673,,,
1678091383365A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_205,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E0B46E18,343974666,,,
1678091383366A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_206,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667179BD3FA2,343974665,,,
1678091383345A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_185,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712A2B5A49,343974671,,,
1678091383346A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_186,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B3220BF3,343974672,,,
1678091383325A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_165,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B4A877C7,343974682,,,
1678091383317A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_157,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671718B4528,343974684,,,
1678091383321A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_161,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B3C5B3DE,343974683,,,
1678091383375A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_215,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F9AF5F59,343974681,,,
1678091383382A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_222,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714CE69939,343974679,,,
1678091383381A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_221,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D5EFC883,343974680,,,
1678091383373A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_213,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667110CCFA6C,343974688,,,
1678091383318A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_158,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E13458B9,343974685,,,
1678091383326A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_166,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712DA1267D,343974687,,,
1678091383330A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_170,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DDD9B209,343974686,,,
1678091383371A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_211,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FEC29B40,343974678,,,
1678091383360A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_200,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667190DE9A97,343974690,,,
1678091383320A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_160,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C4C28348,343974689,,,
1678091383432A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_272,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667131916D7C,343974694,,,
1678091383452A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_292,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AF1240F2,343974696,,,
1678091383372A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_212,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667167CBCAFA,343974691,,,
1678091383400A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_240,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F4B25F93,343974692,,,
1678091383431A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_271,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A8983CC6,343974695,,,
1678091383322A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_162,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712ACCE264,343974701,,,
1678091383344A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_184,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715D2C6ADF,343974702,,,
1678091383446A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_286,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B164B5AA,343974698,,,
1678091383418A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_258,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E372E6E0,343974693,,,
1678091383401A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_241,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667183B56F05,343974700,,,
1678091383357A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_197,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DD3E0A24,343974704,,,
1678091383340A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_180,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715A41AEC6,343974708,,,
1678091383374A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_214,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718EA86FCF,343974697,,,
1678091383417A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_257,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667173CDFB71,343974705,,,
1678091383424A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_264,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C1E9F908,343974707,,,
1678091383445A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_285,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671286DE410,343974699,,,
1678091383404A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_244,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F3DF9B8A,343974714,,,
1678091383414A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_254,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EAC4AACB,343974715,,,
1678091383350A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_190,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671435A9F87,343974703,,,
1678091383339A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_179,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A4050AAD,343974711,,,
1678091383415A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_255,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719DC39A5D,343974723,,,
1678091383405A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_245,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667184D8AB1C,343974716,,,
1678091383413A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_253,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667174A03F68,343974706,,,
1678091383334A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_174,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DAB47610,343974722,,,
1678091383347A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_187,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C4253B65,343974725,,,
1678091383351A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_191,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671345DAF11,343974709,,,
1678091383370A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_210,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667189C5ABD6,343974717,,,
1678091383385A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_225,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D2820C9A,343974724,,,
1678091383342A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_182,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B44FCFEA,343974727,,,
1678091383332A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_172,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667133D7D325,343974729,,,
1678091383455A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_295,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713176D551,343974732,,,
1678091383460A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_300,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671911CF0A0,343974733,,,
1678091383358A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_198,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714D8117B5,343974710,,,
1678091383387A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_227,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713C8C6DB6,343974720,,,
1678091383341A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_181,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712D469E50,343974728,,,
1678091383461A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_301,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E61BC036,343974731,,,
1678091383333A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_173,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667144D0E3B3,343974730,,,
1678091383352A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_192,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AD54FEAB,343974712,,,
1678091383441A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_281,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712F002009,343974735,,,
1678091383423A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_263,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715F8D6CAB,343974734,,,
1678091383426A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_266,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712FE79824,343974738,,,
1678091383377A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_217,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667117A13E75,343974742,,,
1678091383396A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_236,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667152906C61,343974713,,,
1678091383440A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_280,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715807109F,343974736,,,
1678091383447A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_287,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C663853C,343974737,,,
1678091383469A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_309,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E8C04804,343974762,,,
1678091383491A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_331,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CD3693F5,343974763,,,
1678091383395A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_235,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CB993DDB,343974718,,,
1678091383412A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_252,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713A70FFE,343974745,,,
1678091383359A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_199,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713A862723,343974719,,,
1678091383368A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_208,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719E0512A5,343974753,,,
1678091383367A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_207,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EBA0F34,343974751,,,
1678091383490A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_330,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BA31A363,343974765,,,
1678091383502A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_342,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711B7E5488,343974764,,,
1678091383429A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_269,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BF5885B5,343974739,,,
1678091383458A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_298,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714FC7A9EC,343974741,,,
1678091383425A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_265,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B6EEC99E,343974749,,,
1678091383348A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_188,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671549A26F4,343974752,,,
1678091383376A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_216,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667160A60EE3,343974754,,,
1678091383386A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_226,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714B8B5D20,343974721,,,
1678091383416A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_256,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714CACBE7,343974748,,,
1678091383324A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_164,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C3AF4751,343974726,,,
1678091383428A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_268,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C85FB523,343974740,,,
1678091383451A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_291,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671361B1148,343974758,,,
1678091383503A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_343,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716C79641E,343974766,,,
1678091383448A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_288,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667156DC98AD,343974750,,,
1678091383462A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_302,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717F12918C,343974767,,,
1678091383406A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_246,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711DD1FAA6,343974746,,,
1678091383438A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_278,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D1448462,343974757,,,
1678091383407A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_247,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716AD6CA30,343974747,,,
1678091383437A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_277,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667141FB99F3,343974755,,,
1678091383389A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_229,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DB3440B1,343974772,,,
1678091383388A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_228,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AC337027,343974774,,,
1678091383422A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_262,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671288A5C3D,343974743,,,
1678091383459A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_299,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667138C0997A,343974761,,,
1678091383457A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_297,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DF78B47D,343974769,,,
1678091383456A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_296,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A87F84EB,343974779,,,
1678091383473A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_313,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671110E905B,343974768,,,
1678091383427A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_267,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667158E0A8B2,343974744,,,
1678091383430A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_270,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DF9F0C50,343974759,,,
1678091383467A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_307,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F786503,343974789,,,
1678091383463A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_303,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671815A11A,343974780,,,
1678091383472A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_312,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716609A0CD,343974781,,,
1678091383390A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_230,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BBF3C954,343974773,,,
1678091383399A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_239,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C22F71F0,343974777,,,
1678091383435A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_275,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AFF5F8DF,343974756,,,
1678091383436A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_276,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667136FCA965,343974770,,,
1678091383421A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_261,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B1830D87,343974771,,,
1678091383391A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_231,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CCF4F9C2,343974775,,,
1678091383409A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_249,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718D6EE737,343974783,,,
1678091383450A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_290,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671411C21DE,343974760,,,
1678091383466A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_306,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671787F5595,343974787,,,
1678091383475A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_315,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F86D356E,343974795,,,
